qsdi,age,prov,Mortality_Rate,lci,uci,cmr,qx,lx,dx,Lx,Tx,Ex,wEx
5,42,10,478.4343,468.76981,488.09875,0.0047843428,0.0095230518,97890.797,932.21912,487123.44,3724037.3,38.043041,38.089686
1,47,10,546.48328,539.48633,553.48029,0.0054648328,0.010870154,97971.258,1064.9628,487193.88,3480530.3,35.526031,35.404689
2,47,10,663.32117,656.35669,670.28564,0.0066332119,0.013178812,97718.414,1287.8126,485372.53,3409106,34.887039,34.887039
3,47,10,748.14911,739.07104,757.22711,0.0074814907,0.014851592,97534.789,1448.547,484052.56,3357919.8,34.427917,34.427917
4,47,10,822.13147,813.07092,831.19202,0.0082213143,0.016308187,97315.25,1587.0353,482608.69,3325630.3,34.173836,34.187799
5,47,10,929.76837,917.09082,942.44592,0.0092976838,0.018423541,96968.023,1786.4943,480373.91,3236850.5,33.380959,33.445342
1,52,10,1077.0026,1066.9059,1087.0991,0.010770026,0.02130972,96906.297,2065.0461,479368.88,2993336.3,30.888975,30.830515
2,52,10,1315.2716,1304.9381,1325.6051,0.013152716,0.025962457,96430.602,2503.5754,475894.06,2923733.5,30.319561,30.319561
3,52,10,1433.8359,1421.9703,1445.7014,0.014338359,0.028269444,96086.242,2716.3047,473640.44,2873867,29.909245,29.909245
4,52,10,1534.092,1521.4319,1546.7522,0.015340921,0.03021593,95728.219,2892.5171,471409.81,2843021.5,29.698938,29.711978
5,52,10,1702.1078,1685.2076,1719.0079,0.017021079,0.033469241,95181.531,3185.6533,467943.5,2756476.3,28.960573,29.032323
1,57,10,1694.7107,1680.4984,1708.9229,0.016947107,0.033326242,94841.25,3160.7024,466304.5,2513967.5,26.507109,26.513309
2,57,10,2032.0035,2017.7455,2046.2615,0.020320036,0.039825339,93927.023,3740.6755,460283.44,2447839.5,26.061079,26.061079
3,57,10,2178.1348,2161.8965,2194.3728,0.021781348,0.042627472,93369.938,3980.1243,456899.38,2400226.8,25.706633,25.706632
4,57,10,2283.1838,2265.3733,2300.9944,0.022831839,0.044636782,92835.703,4143.8872,453818.78,2371611.8,25.546385,25.561732
5,57,10,2511.302,2487.7266,2534.8777,0.02511302,0.048985567,91995.875,4506.4702,448713.22,2288533,24.876856,24.960536
1,62,10,2350.3218,2331.7942,2368.8494,0.023503218,0.045918744,91680.547,4209.8555,447878.09,2047662.9,22.334759,22.352132
2,62,10,2716.6604,2697.4731,2735.8474,0.027166603,0.052883532,90186.352,4769.3726,439008.31,1987556,22.038324,22.038324
3,62,10,2904.8862,2884.5081,2925.2646,0.029048864,0.056442268,89389.813,5045.3638,434335.66,1943327.3,21.739918,21.739918
4,62,10,3001.9568,2979.5068,3024.4065,0.030019566,0.058272321,88691.813,5168.2778,430538.38,1917792.9,21.623167,21.641171
5,62,10,3293.9377,3264.5291,3323.3464,0.032939378,0.063755631,87489.406,5577.9424,423502.19,1839819.6,21.029459,21.118562
1,67,10,3409.4753,3384.7236,3434.2271,0.034094755,0.065916561,87470.688,5765.7671,422939.03,1599784.9,18.289381,18.36725
2,67,10,3782.9736,3758.5432,3807.4043,0.037829738,0.072868139,85416.977,6224.1763,411524.44,1548547.8,18.129274,18.129274
3,67,10,4039.2012,4013.2302,4065.1719,0.040392011,0.07760711,84344.453,6545.7295,405357.94,1508991.6,17.890821,17.890822
4,67,10,4131.8354,4105.1548,4158.5166,0.041318357,0.07931444,83523.531,6624.6221,401056.13,1487254.5,17.806473,17.823948
5,67,10,4514.7373,4481.2837,4548.1904,0.045147371,0.086338148,81911.469,7072.0845,391877.13,1416317.5,17.291264,17.37716
1,72,10,5895.7495,5856.5771,5934.9224,0.058957495,0.1112284,81704.922,9087.9072,385804.84,1176845.8,14.403609,14.521591
2,72,10,6323.1768,6284.2183,6362.1353,0.063231766,0.11879372,79192.797,9407.6064,372444.97,1137023.3,14.35766,14.35766
3,72,10,6678.0249,6640.4746,6715.5752,0.066780247,0.12502547,77798.727,9726.8223,364676.56,1103633.6,14.185755,14.185755
4,72,10,6776.0322,6738.8159,6813.249,0.067760326,0.12673888,76898.914,9746.082,360129.38,1086198.5,14.125082,14.145399
5,72,10,7314.5244,7270.8423,7358.2061,0.073145241,0.13609329,74839.383,10185.138,348734.06,1024440.4,13.68899,13.78327
1,77,10,11775.876,11709.295,11842.457,0.11775876,0.20983818,72617.016,15237.822,324990.53,791040.94,10.893328,11.070429
2,77,10,12288.121,12231.28,12344.961,0.12288121,0.21789199,69785.188,15205.634,310911.84,764578.25,10.956168,10.956168
3,77,10,12730.841,12677.744,12783.938,0.12730841,0.22478652,68071.906,15301.646,302105.41,738957.06,10.855537,10.855536
4,77,10,12828.975,12780.038,12877.91,0.12828974,0.2263065,67152.828,15197.123,297771.34,726069.06,10.812263,10.833637
5,77,10,13591.61,13536.214,13647.006,0.1359161,0.23801789,64654.246,15388.867,284799.06,675706.31,10.451618,10.559011
1,82,10,25278.354,25168.41,25388.295,0.25278354,0.39683655,57379.195,22770.162,229970.58,466050.41,8.1222887,8.303639
2,82,10,25748.961,25644.016,25853.906,0.25748962,0.40248701,54579.555,21967.563,217978.88,453666.44,8.3120213,8.312021
3,82,10,26061.199,25966.447,26155.949,0.26061198,0.40620667,52770.258,21435.631,210262.22,436851.66,8.2783689,8.278369
4,82,10,26097.588,26011.91,26183.268,0.26097587,0.40663868,51955.707,21127.201,206960.55,428297.72,8.2436113,8.270744
5,82,10,27047.139,26954.535,27139.742,0.27047139,0.4178009,49265.453,20583.15,194869.39,391758.78,7.9527216,8.087205
1,85,10,40265.422,40089.789,40441.051,0.4026542,0.55304998,34609.035,19140.523,250387.7,250387.7,7.2347503,7.23475
2,85,10,40438.648,40281.996,40595.301,0.40438649,0.55459577,32611.992,18086.473,235687.56,235687.56,7.2270212,7.227021
3,85,10,40343.129,40183.078,40503.18,0.4034313,0.55374402,31334.627,17351.361,226589.45,226589.45,7.2312799,7.23128
4,85,10,40249.887,40113.344,40386.426,0.40249887,0.55291104,30828.508,17045.422,221337.17,221337.17,7.1797876,7.230753
5,85,10,41153.629,41019.824,41287.438,0.41153631,0.56091952,28764.646,16134.653,198385.66,198385.66,6.9075866,7.072698
1,2,11,142.03287,137.94341,146.12233,0.0014203286,0.0028366265,100000,283.66266,499290.84,7946775.5,79.467758,79.343326
2,2,11,151.03374,147.03873,155.02876,0.0015103375,0.0030161173,100000,301.61172,499245.97,7852149.5,78.521492,78.297349
3,2,11,149.59099,145.37265,153.80934,0.0014959099,0.0029873487,100000,298.73486,499253.16,7808021,78.080208,77.88102
4,2,11,146.4314,142.18777,150.67502,0.0014643139,0.0029243436,100000,292.43436,499268.91,7779537,77.795372,77.803907
5,2,11,173.55933,168.68623,178.43243,0.0017355933,0.0034651691,100000,346.51691,499133.72,7693581.5,76.935822,76.925481
1,7,11,41.483627,39.429562,43.537689,0.00041483628,0.00082932849,99716.336,82.697601,498374.94,7447484.5,74.686699,74.627682
2,7,11,49.724827,47.475479,51.974174,0.00049724826,0.00099400221,99698.391,99.100418,498244.19,7352903.5,73.75148,73.651561
3,7,11,51.437592,49.032558,53.842621,0.00051437592,0.0010282228,99701.266,102.51511,498250.03,7308768,73.306671,73.171341
4,7,11,52.884922,50.41444,55.3554,0.0005288492,0.0010571392,99707.563,105.40478,498274.31,7280268,73.016205,73.017637
5,7,11,60.660122,57.863892,63.456348,0.00060660118,0.0012124667,99653.484,120.82654,497965.34,7194448,72.194649,72.183062
1,12,11,24.278061,22.693245,25.862879,0.00024278062,0.00048544336,99633.641,48.366489,498047.28,6949109.5,69.74662,69.738381
2,12,11,29.424126,27.572367,31.275887,0.00029424127,0.00058830943,99599.289,58.5952,497849.97,6854659.5,68.822372,68.832695
3,12,11,31.565744,29.624289,33.507198,0.00031565744,0.00063111563,99598.75,62.85833,497836.59,6810518,68.379547,68.358857
4,12,11,33.410061,31.40419,35.415928,0.00033410059,0.00066797802,99602.156,66.532051,497844.44,6781993.5,68.090828,68.082467
5,12,11,37.268986,35.0704,39.467567,0.00037268986,0.00074510201,99532.656,74.16198,497477.88,6696482.5,67.279251,67.27515
1,17,11,42.171116,40.074375,44.267857,0.00042171116,0.00084306672,99585.273,83.957031,497716.47,6451062.5,64.779282,64.767235
2,17,11,44.110569,41.866127,46.355011,0.00044110569,0.00088182231,99540.695,87.777206,497484.03,6356809.5,63.861412,63.910748
3,17,11,48.354382,46.007774,50.700989,0.00048354382,0.00096662017,99535.891,96.213402,497438.94,6312681,63.421154,63.415324
4,17,11,51.130482,48.73003,53.530933,0.00051130482,0.0010220869,99535.625,101.73407,497423.78,6284149,63.134674,63.129242
5,17,11,56.037575,53.455521,58.619625,0.00056037575,0.0011201237,99458.492,111.40581,497013.94,6199004.5,62.327557,62.322584
1,22,11,96.15097,93.030205,99.271736,0.00096150971,0.0019211716,99501.313,191.15909,497028.69,5953346,59.831833,59.826059
2,22,11,89.321411,86.255608,92.387215,0.00089321414,0.0017848336,99452.922,177.50691,496820.84,5859325.5,58.915573,58.978281
3,22,11,97.570778,94.471428,100.67013,0.00097570778,0.0019495127,99439.68,193.85892,496713.75,5815242.5,58.480099,58.502735
4,22,11,103.13269,99.994553,106.27082,0.0010313268,0.0020605279,99433.891,204.88632,496657.25,5786725.5,58.196709,58.193863
5,22,11,112.93664,109.58344,116.28984,0.0011293663,0.0022561837,99347.086,224.14526,496175.06,5701990.5,57.394646,57.401046
1,27,11,125.07137,121.74353,128.39922,0.0012507137,0.0024983014,99310.156,248.1067,495930.5,5456317.5,54.942188,54.916433
2,27,11,125.85673,122.48285,129.23061,0.0012585673,0.0025139693,99275.414,249.57535,495753.13,5362504.5,54.016441,53.991695
3,27,11,133.58932,130.25739,136.92126,0.0013358933,0.0026682205,99245.82,264.80972,495567.06,5318528.5,53.589447,53.529184
4,27,11,145.23996,141.66107,148.81883,0.0014523995,0.0029005841,99229.008,287.82208,495425.5,5290068,53.31171,53.315597
5,27,11,162.03677,158.1954,165.87813,0.0016203678,0.0032354901,99122.938,320.71127,494812.91,5205815.5,52.51878,52.527138
1,32,11,126.0416,122.87706,129.20615,0.001260416,0.0025176574,99062.047,249.4043,494686.72,4960387,50.073536,49.952918
2,32,11,146.46327,143.14972,149.77682,0.0014646327,0.0029249792,99025.836,289.6485,494405.06,4866751.5,49.146282,48.951016
3,32,11,153.86392,150.59085,157.13699,0.0015386392,0.0030725484,98981.008,304.12393,494144.72,4822961.5,48.726131,48.577904
4,32,11,173.05092,169.40874,176.69308,0.0017305091,0.0034550359,98941.188,341.84537,493851.31,4794642.5,48.459518,48.468075
5,32,11,197.61925,193.48662,201.75186,0.0019761925,0.0039445846,98802.227,389.73373,493036.81,4711002.5,47.681137,47.68357
1,37,11,159.5835,156.06038,163.10661,0.001595835,0.0031865819,98812.641,314.87457,493276,4465700,45.193607,45.101993
2,37,11,194.43095,190.78152,198.08037,0.0019443094,0.003881068,98736.188,383.20187,492722.94,4372346.5,44.283119,44.071609
3,37,11,212.86356,208.97754,216.74959,0.0021286355,0.0042482219,98676.883,419.20129,492336.41,4328816.5,43.868599,43.705589
4,37,11,242.13345,237.89992,246.367,0.0024213346,0.0048309625,98599.344,476.32974,491805.91,4300791.5,43.618862,43.624442
5,37,11,279.81558,274.9136,284.71753,0.0027981556,0.0055806809,98412.492,549.20874,490689.44,4217966,42.860069,42.853223
1,42,11,267.98398,263.54831,272.41965,0.0026798397,0.0053453422,98497.766,526.50427,491172.56,3972424,40.33009,40.29029
2,42,11,323.64429,318.82996,328.45865,0.003236443,0.0064519821,98352.984,634.57166,490178.5,3879623.5,39.445915,39.394366
3,42,11,369.21246,363.95505,374.46988,0.0036921247,0.007357053,98257.68,722.88696,489481.19,3836480.3,39.045094,38.971797
4,42,11,415.56619,410.00137,421.13101,0.0041556619,0.0082768807,98123.016,812.15247,488584.69,3808985.3,38.81847,38.820511
5,42,11,478.4343,472.15591,484.71265,0.0047843428,0.0095230518,97863.281,931.95709,486986.5,3727276.8,38.086571,38.089255
1,47,11,546.48328,540.12573,552.84082,0.0054648328,0.010870154,97971.258,1064.9626,487193.88,3481251.5,35.533394,35.528746
2,47,11,663.32117,656.2146,670.4278,0.0066332119,0.013178812,97718.414,1287.8126,485372.53,3389445,34.685841,34.71169
3,47,11,748.14911,740.50305,755.7951,0.0074814907,0.014851592,97534.789,1448.547,484052.56,3346999.3,34.315952,34.310695
4,47,11,822.13147,814.18274,830.08014,0.0082213143,0.016308187,97310.859,1586.9636,482586.91,3320400.8,34.121586,34.116221
5,47,11,929.76837,920.92322,938.61359,0.0092976838,0.018423541,96931.32,1785.8181,480192.06,3240290.3,33.428722,33.4353
1,52,11,1077.0026,1067.7798,1086.2252,0.010770026,0.02130972,96906.297,2065.0461,479368.88,2994057.5,30.896418,30.885809
2,52,11,1315.2716,1304.5072,1326.036,0.013152716,0.025962457,96430.602,2503.5754,475894.06,2904072.5,30.115675,30.192122
3,52,11,1433.8359,1422.8818,1444.7899,0.014338359,0.028269444,96086.242,2716.3047,473640.44,2862946.5,29.795593,29.827199
4,52,11,1534.092,1522.4196,1545.7645,0.015340921,0.03021593,95723.898,2892.3867,471388.53,2837813.8,29.645823,29.641302
5,52,11,1702.1078,1689.2798,1714.9357,0.017021079,0.033469241,95145.5,3184.4475,467766.38,2760098,29.009233,29.019818
1,57,11,1694.7107,1681.9818,1707.4396,0.016947107,0.033326242,94841.25,3160.7024,466304.5,2514688.8,26.514713,26.531171
2,57,11,2032.0034,2017.0356,2046.9713,0.020320036,0.039825335,93927.023,3740.6753,460283.44,2428178.5,25.851759,25.949177
3,57,11,2178.1345,2163.1167,2193.1526,0.021781346,0.042627469,93369.938,3980.1243,456899.38,2389306.3,25.589674,25.637133
4,57,11,2283.1838,2267.2354,2299.1321,0.022831839,0.044636782,92831.516,4143.7002,453798.31,2366425.3,25.491613,25.497382
5,57,11,2511.302,2493.8655,2528.7388,0.02511302,0.048985567,91961.055,4504.7642,448543.38,2292331.8,24.9272,24.940882
1,62,11,2350.3218,2333.9695,2366.6738,0.023503218,0.045918744,91680.547,4209.8555,447878.09,2048384.1,22.342625,22.420547
2,62,11,2716.6604,2697.1133,2736.2073,0.027166603,0.052883532,90186.352,4769.3726,439008.31,1967895.1,21.820322,21.935071
3,62,11,2904.8862,2886.3169,2923.4558,0.029048864,0.056442268,89389.813,5045.3638,434335.66,1932406.8,21.617752,21.689068
4,62,11,3001.9568,2982.2808,3021.6326,0.030019566,0.058272321,88687.813,5168.0449,430518.94,1912626.9,21.565836,21.586094
5,62,11,3293.9377,3272.2886,3315.5869,0.032939378,0.063755631,87456.289,5575.8311,423341.88,1843788.3,21.082397,21.099913
1,67,11,3409.4753,3387.0603,3431.8904,0.034094755,0.065916561,87470.688,5765.7671,422939.03,1600506,18.297626,18.391431
2,67,11,3782.9739,3758.2271,3807.7205,0.037829738,0.072868139,85416.977,6224.1763,411524.44,1528886.9,17.899099,18.017601
3,67,11,4039.2012,4015.5962,4062.8059,0.040392011,0.077607118,84344.453,6545.7295,405357.94,1498071.1,17.761349,17.850128
4,67,11,4131.8354,4107.043,4156.6284,0.041318357,0.07931444,83519.766,6624.3232,401038.03,1482107.9,17.745594,17.768303
5,67,11,4514.7373,4487.9482,4541.5259,0.045147371,0.086338148,81880.461,7069.4072,391728.78,1420446.4,17.347807,17.374944
1,72,11,5895.7495,5858.8931,5932.606,0.058957495,0.1112284,81704.922,9087.9072,385804.84,1183329,14.482959,14.54525
2,72,11,6323.1768,6283.8945,6362.459,0.063231766,0.11879372,79192.797,9407.6064,372444.97,1117362.4,14.109394,14.24288
3,72,11,6678.0249,6641.1934,6714.8569,0.066780247,0.12502547,77798.727,9726.8223,364676.56,1092713.3,14.045387,14.148101
4,72,11,6776.0322,6738.5161,6813.5488,0.067760326,0.12673888,76895.445,9745.6426,360113.13,1081069.9,14.05896,14.092239
5,72,11,7314.5244,7274.48,7354.5684,0.073145241,0.13609329,74811.055,10181.282,348602.06,1028717.6,13.750877,13.790441
1,77,11,11775.876,11713.923,11837.829,0.11775876,0.20983818,72710.703,15257.482,325409.84,795739.5,10.948172,11.050031
2,77,11,12288.121,12224.181,12352.062,0.12288121,0.21789199,69785.188,15205.634,310911.84,744917.38,10.674434,10.859425
3,77,11,12730.841,12673.944,12787.737,0.12730841,0.22478652,68071.906,15301.646,302105.41,728036.69,10.695112,10.821977
4,77,11,12828.975,12771.487,12886.461,0.12828974,0.2263065,67149.805,15196.438,297757.91,720956.75,10.736544,10.77214
5,77,11,13591.61,13533.084,13650.136,0.1359161,0.23801789,64629.773,15383.042,284691.25,680115.56,10.523254,10.576377
1,82,11,25278.354,25151.289,25405.416,0.25278354,0.39683655,57453.227,22799.539,230267.28,470329.72,8.1916971,8.336815
2,82,11,25748.961,25624.385,25873.537,0.25748962,0.40248701,54579.555,21967.563,217978.88,438390.41,8.032135,8.223804
3,82,11,26061.197,25954.326,26168.07,0.26061198,0.40620667,52770.258,21435.631,210262.22,429422.5,8.1375856,8.250706
4,82,11,26097.588,25985.334,26209.844,0.2609759,0.40663868,51953.363,21126.248,206951.2,423198.84,8.1457453,8.206989
5,82,11,27047.139,26937.385,27156.895,0.27047139,0.4178009,49246.73,20575.328,194795.33,395424.31,8.0294533,8.10168
1,85,11,40265.422,40067.574,40463.27,0.40265423,0.55304998,34609.031,19140.523,250387.7,250387.7,7.2347498,7.23475
2,85,11,40438.648,40239.414,40637.883,0.40438649,0.55459577,33038.547,18323.039,234940.69,234940.69,7.1568561,7.208363
3,85,11,40343.129,40160.484,40525.773,0.4034313,0.55374402,31334.627,17351.361,226589.45,226589.45,7.2312799,7.23128
4,85,11,40249.883,40067.785,40431.984,0.40249884,0.55291104,30827.115,17044.652,223047.89,223047.89,7.235445,7.235445
5,85,11,41153.629,40964.137,41343.125,0.41153631,0.56091952,28671.402,16082.35,206302.28,206302.28,7.1954026,7.195402
1,2,12,142.03287,138.25652,145.8092,0.0014203286,0.0028366265,100000,283.66266,499290.84,7946234,79.462341,79.26011
2,2,12,151.03374,147.04562,155.02187,0.0015103375,0.0030161173,100000,301.61172,499245.97,7871810.5,78.718102,78.718102
3,2,12,149.59099,144.77837,154.40363,0.0014959099,0.0029873487,100000,298.73486,499253.16,7795718,77.957184,78.03128
4,2,12,146.43141,139.64786,153.21495,0.0014643141,0.0029243438,100000,292.43439,499268.91,7736149,77.361488,77.84395
5,2,12,173.55933,166.59738,180.52129,0.0017355933,0.0034651691,100000,346.51691,499133.72,7663928,76.639282,76.974248
1,7,12,41.483624,39.442005,43.525246,0.00041483625,0.00082932843,99716.336,82.697594,498374.94,7446943,74.681274,74.665104
2,7,12,49.724827,47.442539,52.007111,0.00049724826,0.00099400221,99698.391,99.100418,498244.19,7372564.5,73.948685,73.948685
3,7,12,51.437592,48.67495,54.20023,0.00051437592,0.0010282228,99703.617,102.51753,498261.78,7295925.5,73.176163,73.293064
4,7,12,52.884918,48.914398,56.855442,0.0005288492,0.0010571392,99715.742,105.41343,498315.19,7239564,72.60247,73.065253
5,7,12,60.660122,56.230476,65.089767,0.00060660124,0.0012124669,99676.977,120.85503,498082.75,7178064.5,72.014038,72.242927
1,12,12,24.278063,22.647043,25.909082,0.00024278062,0.00048544336,99633.641,48.366489,498047.28,6948568,69.74118,69.762537
2,12,12,29.424126,27.437792,31.410461,0.00029424127,0.00058830943,99605.547,58.598885,497881.25,6867635.5,68.948608,69.018003
3,12,12,31.565744,29.293415,33.838074,0.00031565744,0.00063111563,99601.117,62.859825,497848.44,6802294.5,68.29538,68.372733
4,12,12,33.410061,30.327005,36.493114,0.00033410059,0.00066797802,99608.328,66.536179,497875.28,6751932,67.784958,68.130595
5,12,12,37.268986,33.787579,40.750393,0.00037268986,0.00074510201,99559.766,74.182182,497613.38,6695357.5,67.249886,67.3301
1,17,12,42.171116,40.073776,44.268456,0.00042171116,0.00084306672,99585.273,83.957031,497716.47,6450521,64.773842,64.834982
2,17,12,44.110569,41.698395,46.522743,0.00044110569,0.00088182231,99546.953,87.782722,497515.31,6369754.5,63.987717,64.0571
3,17,12,48.354382,45.588245,51.120518,0.00048354382,0.00096662017,99538.758,96.216171,497453.25,6313120,63.423767,63.44093
4,17,12,51.130482,47.60186,54.659107,0.00051130482,0.0010220869,99543.164,101.74178,497461.47,6281229,63.100636,63.194438
5,17,12,56.037575,51.898819,60.176331,0.00056037575,0.0011201237,99504.578,111.45743,497244.22,6176514,62.073788,62.364102
1,22,12,96.15097,93.050446,99.251503,0.00096150971,0.0019211716,99501.313,191.1591,497028.69,5952804.5,59.826389,59.865445
2,22,12,89.321411,86.216232,92.42659,0.00089321414,0.0017848336,99459.172,177.51807,496852.06,5872239,59.041988,59.108268
3,22,12,97.570778,93.869858,101.27171,0.00097570778,0.0019495127,99443.281,193.86594,496731.72,5810199.5,58.427353,58.50108
4,22,12,103.13269,98.588051,107.67732,0.0010313268,0.0020605279,99448.609,204.91664,496730.75,5777959,58.100246,58.248866
5,22,12,112.93664,107.46324,118.41003,0.0011293663,0.0022561837,99420.563,224.31105,496542.03,5660568,56.937977,57.402858
1,27,12,125.07137,121.90865,128.2341,0.0012507137,0.0024983014,99310.156,248.1067,495930.5,5455776,54.936737,54.82031
2,27,12,125.85673,122.56802,129.14543,0.0012585673,0.0025139693,99281.656,249.59103,495784.28,5375387,54.143082,54.209279
3,27,12,133.58932,129.86858,137.31007,0.0013358933,0.0026682205,99248.68,264.81735,495581.34,5318939,53.592068,53.582025
4,27,12,145.23996,140.24585,150.23405,0.0014523995,0.0029005841,99242.625,287.8616,495493.5,5276948,53.172554,53.367129
5,27,12,162.03676,155.80305,168.27046,0.0016203676,0.0032354898,99206.57,320.98187,495230.41,5159215,52.0075,52.518126
1,32,12,126.0416,123.21179,128.87141,0.001260416,0.0025176574,99062.047,249.4043,494686.72,4959845.5,50.068069,49.714523
2,32,12,146.46327,143.21625,149.7103,0.0014646327,0.0029249792,99032.063,289.66672,494436.16,4879602.5,49.273243,49.343914
3,32,12,153.86392,150.13438,157.59348,0.0015386393,0.0030725487,98986.68,304.14136,494173.03,4821788.5,48.711582,48.686122
4,32,12,173.05092,167.98401,178.11783,0.0017305091,0.0034550359,98965.016,341.9277,493970.25,4780687,48.307285,48.515367
5,32,12,197.61925,190.30669,204.93179,0.0019761925,0.0039445846,98885.594,390.06256,493452.81,4663984.5,47.168198,47.716065
1,37,12,159.5835,156.43074,162.73625,0.001595835,0.0031865819,98812.641,314.87457,493276,4465158.5,45.188129,44.987181
2,37,12,194.43095,190.98656,197.87535,0.0019443096,0.0038810682,98742.391,383.22595,492753.91,4385166.5,44.410454,44.478949
3,37,12,212.86356,208.44501,217.28212,0.0021286355,0.0042482219,98692.828,419.26904,492415.97,4319347.5,43.766811,43.8256
4,37,12,242.13345,236.04944,248.21747,0.0024213346,0.0048309625,98623.094,476.44446,491924.38,4286716.5,43.466103,43.676241
5,37,12,279.81555,271.23138,288.39975,0.0027981556,0.0055806809,98495.531,549.67212,491103.47,4170532,42.345097,42.891605
1,42,12,267.98398,263.83612,272.13181,0.0026798397,0.0053453422,98497.766,526.50427,491172.56,3971882.5,40.324593,40.298351
2,42,12,323.64429,319.02863,328.25998,0.003236443,0.0064519821,98359.164,634.61157,490209.31,3892412.5,39.573746,39.641163
3,42,12,369.21246,363.49219,374.93274,0.0036921247,0.007357053,98273.555,723.00372,489560.28,3826931.8,38.942875,39.030897
4,42,12,415.56619,407.80554,423.32684,0.0041556619,0.0082768807,98146.648,812.34808,488702.38,3794792.3,38.664967,38.869838
5,42,12,478.4343,468.14218,488.72638,0.0047843428,0.0095230518,97937.359,932.6626,487355.13,3693409.5,37.713921,38.116331
1,47,12,546.48328,540.25854,552.70807,0.0054648332,0.010870155,97971.258,1064.9628,487193.88,3480710,35.527866,35.588021
2,47,12,663.32117,656.08411,670.55823,0.0066332119,0.013178812,97724.555,1287.8936,485403.03,3402203.3,34.814499,34.884784
3,47,12,748.14911,739.47369,756.82452,0.0074814907,0.014851592,97550.547,1448.781,484130.78,3337371.5,34.212975,34.326906
4,47,12,822.13147,810.79962,833.46326,0.0082213143,0.016308187,97334.297,1587.3459,482703.16,3306090,33.966801,34.174752
5,47,12,929.76837,916.43445,943.10236,0.0092976838,0.018423541,97004.695,1787.1699,480555.56,3206054.5,33.052486,33.446675
1,52,12,1077.0026,1067.871,1086.134,0.010770026,0.02130972,96906.297,2065.0461,479368.88,2993516,30.890831,30.958421
2,52,12,1315.2716,1304.7186,1325.8246,0.013152716,0.025962457,96436.664,2503.7329,475923.97,2916800.3,30.246052,30.314299
3,52,12,1433.8359,1421.1704,1446.5013,0.014338359,0.028269444,96101.766,2716.7434,473716.97,2853240.8,29.691063,29.810394
4,52,12,1534.092,1518.3577,1549.8264,0.015340921,0.03021593,95746.953,2893.0833,471502.06,2823386.8,29.488472,29.697849
5,52,12,1702.1078,1682.9592,1721.2563,0.017021079,0.033469241,95258.977,3188.2454,468324.25,2737426,28.738367,29.030285
1,57,12,1694.7107,1681.4573,1707.9641,0.016947107,0.033326242,94841.25,3160.7024,466304.5,2514147,26.509005,26.603837
2,57,12,2032.0034,2016.5457,2047.4613,0.020320034,0.039825335,93932.93,3740.9106,460312.38,2440876.3,25.985611,26.059409
3,57,12,2178.1348,2160.5649,2195.7043,0.021781348,0.042627472,93385.023,3980.7673,456973.19,2379523.8,25.482103,25.641296
4,57,12,2283.1838,2263.4697,2302.8979,0.022831839,0.044636782,92852.039,4144.6162,453898.63,2360018.5,25.417215,25.544781
5,57,12,2511.302,2485.459,2537.1453,0.02511302,0.048985567,92125.953,4512.8423,449347.69,2264629.8,24.586021,24.926043
1,62,12,2350.3218,2334.0125,2366.6311,0.023503218,0.045918744,91680.547,4209.8555,447878.09,2047842.6,22.336718,22.443795
2,62,12,2716.6604,2697.9668,2735.354,0.027166603,0.052883532,90192.023,4769.6724,439035.91,1980563.9,21.959726,22.036319
3,62,12,2904.8862,2884.5747,2925.1978,0.029048864,0.056442268,89404.258,5046.1787,434405.84,1922550.6,21.50539,21.68475
4,62,12,3001.9565,2978.1421,3025.7712,0.030019566,0.058272321,88707.422,5169.187,430614.13,1906119.9,21.487961,21.623935
5,62,12,3293.9377,3264.7146,3323.1609,0.032939378,0.063755631,87612.891,5585.8149,424099.91,1821334.4,20.792831,21.091033
1,67,12,3409.4753,3386.5574,3432.3933,0.034094755,0.065916561,87470.688,5765.7671,422939.03,1599964.5,18.291435,18.398956
2,67,12,3782.9739,3759.1201,3806.8276,0.037829738,0.072868139,85422.344,6224.5674,411550.31,1541528,18.046288,18.124275
3,67,12,4039.2012,4013.9099,4064.4924,0.040392011,0.077607118,84349.281,6546.1045,405381.16,1496707.6,17.744272,17.832194
4,67,12,4131.8354,4102.748,4160.9233,0.041318357,0.07931444,83604.297,6631.0283,401443.94,1473472,17.628525,17.801198
5,67,12,4514.7373,4479.0674,4550.4067,0.045147371,0.086338148,82050.172,7084.0601,392540.72,1414356.3,17.239939,17.38495
1,72,12,5895.7495,5858.4482,5933.0508,0.058957495,0.1112284,81704.922,9087.9072,385804.84,1177025.5,14.405808,14.544041
2,72,12,6323.1768,6288.1938,6358.1597,0.063231766,0.11879372,79197.773,9408.1982,372468.38,1129977.6,14.26815,14.339946
3,72,12,6678.0249,6640.082,6715.9678,0.066780247,0.12502547,77863.117,9734.873,364978.41,1085930.6,13.953911,14.125544
4,72,12,6776.0322,6735.9424,6816.1226,0.067760326,0.12673888,76973.813,9755.5742,360480.13,1076199.4,13.985985,14.118619
5,72,12,7314.5244,7261.0347,7368.0137,0.073145241,0.13609329,75343.805,10253.786,351084.56,1022547.8,13.579759,13.786001
1,77,12,11775.876,11711.959,11839.793,0.11775876,0.20983818,72617.016,15237.822,324990.53,791220.63,10.895802,11.077663
