qsdi,age,prov,Mortality_Rate,lci,uci,cmr,qx,lx,dx,Lx,Tx,Ex,wEx
1,12,06,20.666115,19.167439,22.164791,0.00020666115,0.00041323688,99692.859,41.196766,498361.31,7471279,74.94297,74.94297
2,12,06,18.801151,17.235991,20.366314,0.00018801152,0.00037595234,99671.32,37.471664,498262.94,7434366.5,74.588829,74.641451
3,12,06,20.051077,18.429375,21.672779,0.00020051077,0.00040094115,99658.07,39.95702,498190.47,7429173.5,74.546631,74.546631
4,12,06,22.81365,20.93395,24.69335,0.0002281365,0.00045616893,99613.75,45.440697,497955.16,7391062,74.197205,74.358091
5,12,06,24.848822,22.728209,26.969435,0.00024848821,0.00049685297,99606.109,49.48959,497906.81,7342559.5,73.715988,73.731556
1,17,06,22.874365,21.383211,24.365519,0.00022874365,0.00045738267,99651.664,45.578945,498144.38,6972918,69.972923,69.972923
2,17,06,21.17079,19.555901,22.785679,0.0002117079,0.00042332616,99633.852,42.177616,498063.81,6936103.5,69.615936,69.723016
3,17,06,22.742935,21.078516,24.407354,0.00022742935,0.00045475527,99618.117,45.301865,497977.31,6930983,69.575523,69.575523
4,17,06,23.796804,22.018385,25.575222,0.00023796804,0.00047582283,99568.313,47.376877,497723.13,6893107,69.229927,69.391465
5,17,06,27.550608,25.44569,29.655525,0.00027550609,0.00055086036,99556.766,54.841877,497646.72,6844075,68.745491,68.766538
1,22,06,36.8951,35.071274,38.718922,0.00036895098,0.00073762977,99606.086,73.47242,497846.75,6474773.5,65.003792,65.003792
2,22,06,36.199512,34.271118,38.127907,0.00036199513,0.00072372827,99591.672,72.077309,497778.16,6438040,64.644363,64.641428
3,22,06,39.037163,37.066097,41.008232,0.00039037163,0.00078043854,99572.813,77.710457,497669.78,6433005.5,64.606041,64.606041
4,22,06,38.067711,35.998657,40.136768,0.00038067711,0.00076106447,99520.938,75.741852,497415.34,6395383.5,64.261688,64.415755
5,22,06,45.414112,42.958855,47.869366,0.00045414112,0.00090786989,99501.922,90.334801,497283.78,6346428.5,63.782005,63.802291
1,27,06,56.444759,54.305103,58.584415,0.0005644476,0.0011282583,99532.617,112.2985,497382.34,5976926.5,60.049927,60.049927
2,27,06,58.070206,55.770649,60.369766,0.00058070209,0.00116073,99519.594,115.51537,497309.19,5940261.5,59.689369,59.293582
3,27,06,62.865219,60.485298,65.24514,0.00062865217,0.0012565142,99495.102,125.01701,497162.97,5935336,59.654556,59.654556
4,27,06,62.414642,59.885933,64.943352,0.00062414643,0.001247514,99445.195,124.05927,496915.81,5914493.5,59.474903,59.474903
5,27,06,71.617973,68.375267,74.86068,0.00071617973,0.0014313341,99411.586,142.29118,496702.19,5849144.5,58.837692,58.858293
1,32,06,76.548798,74.14315,78.954437,0.00076548796,0.0015298045,99420.32,152.09366,496721.38,5479544.5,55.114937,55.114937
2,32,06,81.700844,79.145943,84.255745,0.00081700843,0.0016326826,99404.078,162.29532,496614.66,5442952.5,54.755829,54.446389
3,32,06,89.281746,86.646645,91.916847,0.00089281745,0.0017840416,99370.086,177.28036,496407.22,5438173,54.72646,54.72646
4,32,06,93.750412,90.709328,96.791504,0.00093750411,0.0018732515,99322.648,186.0563,496148.09,5407112.5,54.440002,54.537853
5,32,06,103.09187,99.261421,106.9223,0.0010309187,0.0020597132,99269.289,204.46626,495835.31,5352442,53.918449,53.939166
1,37,06,98.243721,95.676331,100.81112,0.00098243717,0.0019629453,99268.227,194.85811,495854,4982823,50.195549,50.195549
2,37,06,108.40993,105.51954,111.30033,0.0010840994,0.00216585,99241.781,214.94281,495671.53,4946338,49.841286,49.802016
3,37,06,120.3009,117.19754,123.40424,0.0012030089,0.0024031256,99192.805,238.37277,495368.09,4941765.5,49.819798,49.819798
4,37,06,129.84587,126.30677,133.38496,0.0012984587,0.0025935483,99136.586,257.11551,495040.16,4910964,49.537483,49.635454
5,37,06,145.12247,140.74336,149.50157,0.0014512247,0.0028982414,99064.828,287.11377,494606.34,4856607,49.02457,49.044307
1,42,06,151.03122,147.87793,154.18452,0.0015103122,0.003016067,99073.367,298.81192,494619.81,4486969,45.289356,45.289356
2,42,06,168.81055,165.19954,172.42154,0.0016881054,0.0033705179,99026.836,333.77173,494299.75,4450666.5,44.944042,45.007575
3,42,06,187.23064,183.33308,191.12819,0.0018723063,0.0037376103,98954.43,369.85309,493847.53,4446397.5,44.933788,44.933788
4,42,06,200.61205,196.27119,204.9529,0.0020061205,0.0040042028,98879.477,395.93344,493407.56,4415924,44.659798,44.762276
5,42,06,229.49629,224.33014,234.66246,0.002294963,0.0045794086,98777.711,452.34348,492757.72,4362000.5,44.159801,44.180434
1,47,06,322.48172,318.05115,326.91229,0.0032248171,0.0064288802,98774.555,635.00977,492285.25,3992349.3,40.418804,40.418804
2,47,06,352.86572,347.66455,358.06689,0.0035286571,0.0070324698,98693.063,694.05597,491730.19,3956366.8,40.087589,40.189789
3,47,06,378.70404,373.14868,384.25937,0.0037870405,0.0075454698,98584.578,743.86694,491063.22,3952550,40.092983,40.092983
4,47,06,393.76245,388.03503,399.48987,0.0039376244,0.0078443205,98482.039,772.52466,490478.88,3933004.5,39.93626,39.93626
5,47,06,438.79724,431.79974,445.79474,0.0043879724,0.0087375483,98325.367,859.12262,489479.03,3869243,39.35146,39.370396
1,52,06,658.7157,652.08899,665.34241,0.006587157,0.013087912,98139.547,1284.4418,487486.63,3500064,35.664154,35.664154
2,52,06,699.21442,691.29114,707.13776,0.0069921445,0.013886963,97999.008,1360.9086,486592.78,3464636.5,35.353794,35.460818
3,52,06,722.09979,714.03241,730.16711,0.0072209979,0.01433821,97840.711,1402.8607,485696.41,3461487,35.378799,35.378799
4,52,06,730.65924,721.92145,739.39709,0.0073065925,0.01450693,97720.438,1417.6237,485058.13,3438019,35.18264,35.230053
5,52,06,784.51935,774.49377,794.54492,0.0078451931,0.015567934,97466.25,1517.348,483537.88,3379763.8,34.676289,34.695804
1,57,06,895.57916,886.77032,904.38794,0.0089557916,0.017752124,96855.102,1719.3837,479977.06,3012577.3,31.10396,31.10396
2,57,06,938.55121,928.13251,948.96991,0.0093855122,0.018595945,96638.102,1797.0768,478697.81,2978043.8,30.816456,30.96791
3,57,06,954.92255,944.57996,965.2652,0.0095492257,0.018917231,96437.852,1824.3372,477628.41,2975790.5,30.85708,30.85708
4,57,06,963.45984,952.19019,974.72949,0.0096345982,0.019084733,96302.813,1837.9135,476919.28,2952961,30.663746,30.711182
5,57,06,1033.8167,1020.8101,1046.8232,0.010338167,0.020464044,95948.898,1963.5024,474835.72,2896226,30.185127,30.201835
1,62,06,988.33807,977.55701,999.1192,0.0098833814,0.019572681,95135.719,1862.061,471023.44,2532600.3,26.620918,26.620918
2,62,06,1035.7728,1023.625,1047.9207,0.010357728,0.020502366,94841.023,1944.4653,469343.94,2499346,26.353004,26.527143
3,62,06,1057.6125,1046.2159,1069.0092,0.010576125,0.020930111,94613.516,1980.2715,468116.91,2498162,26.40386,26.40386
4,62,06,1081.3462,1069.5674,1093.125,0.010813462,0.021394739,94464.891,2021.0518,467271.84,2476041.5,26.2117,26.258541
5,62,06,1188.2841,1174.4475,1202.1206,0.011882841,0.023485502,93985.398,2207.2942,464408.75,2421390.3,25.763514,25.78248
1,67,06,1242.2711,1228.896,1255.6462,0.012422712,0.024539316,93273.656,2288.8718,460646.09,2061576.8,22.102455,22.102455
2,67,06,1302.1362,1287.6166,1316.6558,0.013021362,0.025706537,92896.555,2388.0488,458512.66,2030002,21.852285,22.030925
3,67,06,1340.8802,1327.2064,1354.554,0.013408802,0.026461206,92633.242,2451.1873,457038.25,2030045.1,21.914865,21.914865
4,67,06,1390.1685,1376.6547,1403.6824,0.013901684,0.027420413,92443.836,2534.8484,455882.06,2008769.9,21.730099,21.771448
5,67,06,1560.6042,1544.8113,1576.3972,0.015606043,0.030730017,91778.102,2820.3425,451839.66,1956981.5,21.323009,21.340068
1,72,06,2297.835,2274.6316,2321.0383,0.022978351,0.044916686,90984.781,4086.7349,444707.06,1600930.8,17.595589,17.595589
2,72,06,2385.8542,2364.1377,2407.5706,0.023858542,0.046596516,90508.508,4217.3813,441999.09,1571489.4,17.362892,17.542514
3,72,06,2462.946,2442.8896,2483.0022,0.024629461,0.048065379,90182.055,4334.6348,440073.69,1573006.9,17.442572,17.442572
4,72,06,2559.5701,2539.5291,2579.6111,0.0255957,0.049903195,89908.992,4486.7461,438328.13,1552887.8,17.272263,17.322399
5,72,06,2867.7813,2845.3328,2890.2295,0.028677812,0.055741791,88957.758,4958.6646,432392.16,1505141.9,16.919779,16.936678
1,77,06,5809.9165,5771.002,5848.8311,0.058099166,0.10970137,86898.047,9532.834,410658.16,1156223.6,13.305519,13.305519
2,77,06,5926.1484,5891.4404,5960.8569,0.059261486,0.11176859,86291.125,9644.6377,407344.03,1129490.3,13.089297,13.281402
3,77,06,6097.2598,6067.0415,6127.478,0.060972597,0.11480312,85847.422,9855.5518,404598.22,1132933.3,13.197056,13.197056
4,77,06,6288.5962,6259.5576,6317.6353,0.062885962,0.11818405,85422.25,10095.548,401872.38,1114559.8,13.048165,13.098115
5,77,06,6895.5513,6864.0156,6927.0874,0.068955511,0.1288238,83999.094,10821.083,392942.78,1072749.8,12.771012,12.790025
1,82,06,17174.939,17095.004,17254.877,0.1717494,0.29071566,77365.211,22491.279,330597.84,745565.5,9.636961,9.636961
2,82,06,17138.459,17070.695,17206.225,0.17138459,0.29019797,76646.484,22242.654,327625.78,731522.5,9.5441103,9.655777
3,82,06,17523.543,17464.982,17582.104,0.17523544,0.29564366,75991.867,22466.514,323793.06,728335,9.5843811,9.584381
4,82,06,17847.77,17790.055,17905.486,0.1784777,0.30019629,75326.703,22612.797,320101.5,712687.31,9.4618664,9.523762
5,82,06,18966.049,18905.805,19026.293,0.18966049,0.31567407,73178.016,23100.402,308139.06,679806.94,9.2898216,9.307742
1,85,06,33428.578,33318.781,33538.375,0.3342858,0.48755997,54873.93,26754.332,414967.63,414967.63,7.5622001,7.5622
2,85,06,32907.766,32806.129,33009.398,0.32907766,0.48219436,54887.363,26466.377,410219.25,410219.25,7.5065389,7.584859
3,85,06,33511.59,33423.535,33599.645,0.33511588,0.48841,53525.352,26142.316,404541.94,404541.94,7.55795,7.55795
4,85,06,33858.402,33775.113,33941.691,0.33858404,0.49194628,52708.012,25929.51,397432.56,397432.56,7.5402684,7.540268
5,85,06,35274.438,35184.156,35364.719,0.35274437,0.50613284,50077.613,25345.924,371667.88,371667.88,7.4219117,7.451911
1,2,07,114.8668,111.52047,118.21312,0.001148668,0.0022946992,100000,229.46991,499426.31,8469364,84.693642,84.693642
2,2,07,126.63845,123.07201,130.2049,0.0012663845,0.0025295643,100000,252.95642,499367.63,8450632,84.506317,84.506317
3,2,07,131.26726,127.65047,134.88405,0.0013126726,0.0026219022,100000,262.19022,499344.53,8427008,84.270081,84.270081
4,2,07,147.255,143.5116,150.9984,0.0014725501,0.0029407677,100000,294.07678,499264.81,8405151,84.051514,84.051514
5,2,07,149.96559,146.11874,153.81244,0.001499656,0.0029948186,100000,299.48184,499251.28,8341725,83.417252,83.417252
1,7,07,38.940445,36.993576,40.887314,0.00038940445,0.0007785057,99770.531,77.671928,498658.47,7969937.5,79.882683,79.882683
2,7,07,37.975029,36.021809,39.928249,0.0003797503,0.00075921224,99747.047,75.729179,498545.91,7951264.5,79.714287,79.714287
3,7,07,39.991188,37.973904,42.008472,0.00039991189,0.00079950399,99737.813,79.740776,498489.72,7927663,79.485031,79.485031
4,7,07,46.243973,44.122791,48.365154,0.00046243973,0.00092445186,99705.922,92.173325,498299.19,7905886,79.292038,79.292038
5,7,07,48.309559,46.070503,50.548615,0.00048309559,0.00096572458,99700.516,96.283241,498261.88,7842474,78.660309,78.660313
1,12,07,20.666115,19.188931,22.143299,0.00020666115,0.00041323688,99692.859,41.196766,498361.31,7471279,74.94297,74.94297
2,12,07,18.801151,17.382275,20.22003,0.00018801152,0.00037595234,99671.32,37.471664,498262.94,7452718.5,74.772949,74.772949
3,12,07,20.051077,18.569639,21.532515,0.00020051077,0.00040094115,99658.07,39.95702,498190.47,7429173.5,74.546631,74.546631
4,12,07,22.81365,21.279434,24.347866,0.0002281365,0.00045616893,99613.75,45.440697,497955.16,7407587,74.363098,74.363098
5,12,07,24.848822,23.171274,26.526371,0.00024848821,0.00049685297,99604.234,49.488659,497897.44,7344212,73.733932,73.733929
1,17,07,22.874365,21.233309,24.515423,0.00022874365,0.00045738267,99651.664,45.578945,498144.38,6972918,69.972923,69.972923
2,17,07,21.17079,19.653217,22.688362,0.0002117079,0.00042332616,99633.852,42.177616,498063.81,6954455.5,69.800125,69.800125
3,17,07,22.742935,21.168955,24.316917,0.00022742935,0.00045475527,99618.117,45.301865,497977.31,6930983,69.575523,69.575523
4,17,07,23.796804,22.216869,25.376738,0.00023796804,0.00047582283,99568.313,47.376877,497723.13,6909632,69.395897,69.395897
5,17,07,27.550608,25.79273,29.308483,0.00027550609,0.00055086036,99554.742,54.840759,497636.59,6846314.5,68.769348,68.769345
1,22,07,36.8951,35.008011,38.782185,0.00036895098,0.00073762977,99606.086,73.47242,497846.75,6474773.5,65.003792,65.003792
2,22,07,36.199512,34.398525,38.0005,0.00036199513,0.00072372827,99591.672,72.077309,497778.16,6456392,64.828636,64.828636
3,22,07,39.037163,37.179012,40.895317,0.00039037163,0.00078043854,99572.813,77.710457,497669.78,6433005.5,64.606041,64.606041
4,22,07,38.067711,36.2934,39.842026,0.00038067711,0.00076106447,99520.938,75.741852,497415.34,6411908.5,64.427734,64.427734
5,22,07,45.414112,43.411934,47.41629,0.00045414112,0.00090786989,99499.898,90.332962,497273.66,6348678,63.805874,63.805873
1,27,07,56.444759,54.442356,58.447166,0.0005644476,0.0011282583,99532.617,112.2985,497382.34,5976926.5,60.049927,60.049927
2,27,07,58.070206,56.092407,60.048008,0.00058070209,0.00116073,99519.594,115.51537,497309.19,5958613.5,59.873772,59.873772
3,27,07,62.865215,60.783993,64.946442,0.00062865217,0.0012565142,99495.102,125.01701,497162.97,5935336,59.654556,59.654556
4,27,07,62.414642,60.388512,64.440773,0.00062414643,0.001247514,99445.195,124.05927,496915.81,5914493.5,59.474903,59.474903
5,27,07,71.617973,69.341972,73.893967,0.00071617973,0.0014313341,99409.563,142.2883,496692.09,5851404,58.86158,58.86158
1,32,07,76.548798,74.489471,78.608116,0.00076548796,0.0015298045,99420.32,152.09366,496721.38,5479544.5,55.114937,55.114937
2,32,07,81.700844,79.59906,83.80262,0.00081700843,0.0016326826,99404.078,162.29532,496614.66,5461304.5,54.940449,54.940449
3,32,07,89.281746,87.032814,91.530678,0.00089281745,0.0017840416,99370.086,177.28036,496407.22,5438173,54.72646,54.72646
4,32,07,93.750412,91.481453,96.019379,0.00093750411,0.0018732515,99321.133,186.05347,496140.53,5417577.5,54.54607,54.54607
5,32,07,103.09187,100.58498,105.59874,0.0010309187,0.0020597132,99267.273,204.46211,495825.22,5354712,53.942371,53.942371
1,37,07,98.243721,96.027611,100.45984,0.00098243717,0.0019629453,99268.227,194.85811,495854,4982823,50.195549,50.195549
2,37,07,108.40993,106.01416,110.8057,0.0010840994,0.00216585,99241.781,214.94281,495671.53,4964690,50.026207,50.026207
3,37,07,120.3009,117.69839,122.9034,0.0012030089,0.0024031256,99192.805,238.37277,495368.09,4941765.5,49.819798,49.819798
4,37,07,129.84587,127.13533,132.55641,0.0012984587,0.0025935483,99135.078,257.1116,495032.63,4921437,49.643749,49.643749
5,37,07,145.12247,142.07797,148.16695,0.0014512247,0.0028982414,99062.813,287.10794,494596.28,4858887,49.048546,49.048545
1,42,07,151.03122,148.19247,153.86998,0.0015103122,0.003016067,99073.367,298.81192,494619.81,4486969,45.289356,45.289356
2,42,07,168.81055,165.67232,171.94876,0.0016881054,0.0033705179,99026.836,333.77173,494299.75,4469018,45.129364,45.129364
3,42,07,187.23064,183.86774,190.59354,0.0018723063,0.0037376103,98954.43,369.85309,493847.53,4446397.5,44.933788,44.933788
4,42,07,200.61205,197.13809,204.086,0.0020061205,0.0040042028,98877.969,395.92743,493400.03,4426404.5,44.766338,44.766338
5,42,07,229.49629,225.5009,233.4917,0.002294963,0.0045794086,98775.703,452.33429,492747.69,4364290.5,44.183846,44.183846
1,47,07,322.48172,318.13885,326.82458,0.0032248171,0.0064288802,98774.555,635.00977,492285.25,3992349.3,40.418804,40.418804
2,47,07,352.86572,348.14725,357.5842,0.0035286571,0.0070324698,98693.063,694.05597,491730.19,3974718.5,40.273537,40.273537
3,47,07,378.70404,373.70004,383.70804,0.0037870405,0.0075454698,98584.578,743.86694,491063.22,3952550,40.092983,40.092983
4,47,07,393.76245,388.76321,398.76166,0.0039376244,0.0078443205,98482.039,772.52466,490478.88,3933004.5,39.93626,39.93626
5,47,07,438.79724,433.12381,444.47067,0.0043879724,0.0087375483,98323.367,859.10516,489469.09,3871543,39.375614,39.375613
1,52,07,658.7157,652.03723,665.39417,0.006587157,0.013087912,98139.547,1284.4418,487486.63,3500064,35.664154,35.664154
2,52,07,699.21442,692.16907,706.25983,0.0069921445,0.013886963,97999.008,1360.9086,486592.78,3482988.3,35.541058,35.541058
3,52,07,722.09979,714.76508,729.43445,0.0072209979,0.01433821,97840.711,1402.8607,485696.41,3461487,35.378799,35.378799
4,52,07,730.65924,723.42859,737.88995,0.0073065925,0.01450693,97709.516,1417.4652,485003.91,3442525.5,35.232243,35.232243
5,52,07,784.51935,776.41315,792.62555,0.0078451931,0.015567934,97464.266,1517.3173,483528.03,3382073.8,34.700653,34.700653
1,57,07,895.5791,887.03613,904.12213,0.0089557907,0.017752122,96855.102,1719.3837,479977.06,3012577.3,31.10396,31.10396
2,57,07,938.55121,929.87091,947.23151,0.0093855122,0.018595945,96638.102,1797.0768,478697.81,2996395.5,31.006357,31.006357
3,57,07,954.92255,945.84528,963.99988,0.0095492257,0.018917231,96437.852,1824.3372,477628.41,2975790.5,30.85708,30.85708
4,57,07,963.45984,954.40808,972.5116,0.0096345982,0.019084733,96292.047,1837.708,476865.97,2957521.5,30.714079,30.714079
5,57,07,1033.8167,1023.8663,1043.7671,0.010338167,0.020464044,95946.945,1963.4625,474826.06,2898545.8,30.209879,30.209879
1,62,07,988.33807,978.71411,997.9621,0.0098833805,0.019572679,95135.719,1862.0609,471023.44,2532600.3,26.620918,26.620918
2,62,07,1035.7728,1026.015,1045.5306,0.010357728,0.020502366,94841.023,1944.4653,469343.94,2517697.8,26.546505,26.546505
3,62,07,1057.6125,1047.6371,1067.588,0.010576125,0.020930111,94613.516,1980.2715,468116.91,2498162,26.40386,26.40386
4,62,07,1081.3462,1071.3225,1091.3699,0.010813462,0.021394739,94454.336,2020.8258,467219.63,2480655.5,26.263014,26.263014
5,62,07,1188.2841,1177.1591,1199.4091,0.011882841,0.023485502,93983.484,2207.2493,464399.31,2423719.8,25.788782,25.788782
1,67,07,1242.2711,1230.2218,1254.3204,0.012422712,0.024539316,93273.656,2288.8718,460646.09,2061576.8,22.102455,22.102455
2,67,07,1302.1362,1290.3064,1313.9659,0.013021362,0.025706537,92896.555,2388.0488,458512.66,2048353.8,22.049835,22.049835
3,67,07,1340.8802,1328.8802,1352.8802,0.013408802,0.026461206,92633.242,2451.1873,457038.25,2030045.1,21.914865,21.914865
4,67,07,1390.1685,1377.9894,1402.3477,0.013901684,0.027420413,92433.508,2534.5649,455831.13,2013436,21.782534,21.782534
5,67,07,1560.6042,1547.1066,1574.1021,0.015606043,0.030730017,91776.234,2820.2852,451830.47,1959320.3,21.348885,21.348885
1,72,07,2297.835,2277.1567,2318.5132,0.022978351,0.044916686,90984.781,4086.7346,444707.06,1600930.8,17.595589,17.595589
2,72,07,2385.854,2367.2241,2404.4841,0.02385854,0.046596512,90508.508,4217.3809,441999.09,1589841.1,17.565655,17.565655
3,72,07,2462.946,2444.4485,2481.4434,0.024629461,0.048065379,90182.055,4334.6348,440073.69,1573006.9,17.442572,17.442572
4,72,07,2559.5701,2540.8501,2578.29,0.0255957,0.049903195,89898.945,4486.2446,438279.13,1557604.9,17.326176,17.326176
5,72,07,2867.781,2847.5532,2888.009,0.02867781,0.055741787,88955.953,4958.564,432383.34,1507489.9,16.946476,16.946476
1,77,07,5809.9165,5775.0942,5844.7383,0.058099166,0.10970137,86898.047,9532.834,410658.16,1156223.6,13.305519,13.305519
2,77,07,5926.1484,5895.8926,5956.4043,0.059261486,0.11176859,86291.125,9644.6377,407344.03,1147842,13.30197,13.30197
3,77,07,6097.2598,6067.3755,6127.1436,0.060972597,0.11480312,85847.422,9855.5518,404598.22,1132933.3,13.197056,13.197056
4,77,07,6288.5962,6257.9321,6319.2607,0.062885962,0.11818405,85412.703,10094.419,401827.47,1119325.8,13.10491,13.10491
5,77,07,6895.5513,6863.6953,6927.4072,0.068955511,0.1288238,83997.391,10820.863,392934.78,1075106.5,12.799285,12.799285
1,82,07,17174.939,17103.684,17246.197,0.1717494,0.29071566,77365.211,22491.279,330597.84,745565.5,9.636961,9.636961
2,82,07,17138.459,17078.889,17198.029,0.17138459,0.29019797,76646.484,22242.654,327625.78,740498,9.6612129,9.661213
3,82,07,17523.543,17465.754,17581.332,0.17523544,0.29564366,75991.867,22466.514,323793.06,728335,9.5843811,9.584381
4,82,07,17847.77,17788.516,17907.025,0.1784777,0.30019629,75318.281,22610.27,320065.72,717498.25,9.5262165,9.526216
5,82,07,18966.049,18905.738,19026.359,0.18966049,0.31567407,73176.531,23099.934,308132.81,682171.75,9.3222752,9.322275
1,85,07,33428.578,33331.004,33526.152,0.3342858,0.48755997,54873.93,26754.332,414967.63,414967.63,7.5622001,7.5622
2,85,07,32907.766,32822.484,32993.047,0.32907766,0.48219436,54403.828,26233.219,412872.19,412872.19,7.5890284,7.589028
3,85,07,33511.59,33430.918,33592.258,0.33511588,0.48841,53525.352,26142.316,404541.94,404541.94,7.55795,7.55795
4,85,07,33858.402,33773.613,33943.191,0.33858404,0.49194628,52708.012,25929.51,397432.56,397432.56,7.5402684,7.540268
5,85,07,35274.438,35188.297,35360.578,0.35274437,0.50613284,50076.594,25345.408,374038.91,374038.91,7.469336,7.469336
1,2,08,114.8668,111.18697,118.54662,0.001148668,0.0022946992,100000,229.46991,499426.31,8466702,84.667023,84.692644
2,2,08,126.63845,122.67429,130.6026,0.0012663845,0.0025295643,100000,252.95642,499367.63,8448643,84.486435,84.497937
3,2,08,131.26726,127.26007,135.27446,0.0013126726,0.0026219022,100000,262.19022,499344.53,8427008,84.270081,84.270081
4,2,08,147.255,143.02888,151.48112,0.0014725501,0.0029407677,100000,294.07678,499264.81,8402058,84.020584,84.048704
5,2,08,149.96559,145.74266,154.18854,0.0014996559,0.0029948184,100000,299.48184,499251.28,8341725,83.417252,83.417252
1,7,08,38.940445,36.832039,41.048851,0.00038940445,0.0007785057,99770.703,77.672058,498659.31,7968456.5,79.867714,79.882118
2,7,08,37.975029,35.753529,40.196529,0.0003797503,0.00075921224,99747.297,75.72937,498547.16,7944826.5,79.649658,79.70538
3,7,08,39.991188,37.683483,42.298897,0.00039991189,0.00079950399,99738.234,79.741119,498491.84,7926583,79.4739,79.484725
4,7,08,46.243973,43.706791,48.781158,0.00046243973,0.00092445186,99705.922,92.173325,498299.19,7902793,79.261017,79.289137
5,7,08,48.309559,45.711864,50.907253,0.00048309559,0.00096572458,99700.516,96.283241,498261.88,7842473.5,78.660309,78.660312
1,12,08,20.666115,19.058842,22.27339,0.00020666115,0.00041323688,99693.086,41.196861,498362.44,7469069.5,74.920654,74.941805
2,12,08,18.801151,17.177597,20.424707,0.00018801152,0.00037595234,99671.648,37.471786,498264.56,7451243,74.757912,74.768265
3,12,08,20.051077,18.33263,21.769524,0.00020051077,0.00040094115,99659.047,39.957409,498195.34,7424973,74.503891,74.54168
4,12,08,22.81365,20.93837,24.688931,0.0002281365,0.00045616893,99613.75,45.440697,497955.16,7404494,74.332047,74.359086
5,12,08,24.848822,22.829082,26.868561,0.00024848821,0.00049685297,99606.461,49.489765,497908.56,7337739,73.667564,73.731581
1,17,08,22.874365,21.144182,24.604549,0.00022874365,0.00045738267,99651.867,45.579037,498145.38,6972326,69.96685,69.972751
2,17,08,21.17079,19.405991,22.935589,0.0002117079,0.00042332616,99634.211,42.177769,498065.63,6952778.5,69.783051,69.797091
3,17,08,22.742935,20.906534,24.579336,0.00022742935,0.00045475527,99619.094,45.302307,497982.19,6926778,69.532768,69.57317
4,17,08,23.796804,21.877069,25.716537,0.00023796804,0.00047582283,99568.313,47.376877,497723.13,6906539,69.364838,69.394391
5,17,08,27.550608,25.478075,29.62314,0.00027550609,0.00055086036,99554.742,54.840759,497636.59,6846314.5,68.769348,68.769345
1,22,08,36.8951,34.837578,38.952618,0.00036895098,0.00073762977,99606.32,73.472588,497847.91,6474029,64.996178,65.00324
2,22,08,36.199512,34.066086,38.332939,0.00036199513,0.00072372827,99592.438,72.077858,497781.97,6452829.5,64.792458,64.824994
3,22,08,39.037163,36.851116,41.223213,0.00039037163,0.00078043854,99573.234,77.710793,497671.91,6431919.5,64.594887,64.605448
4,22,08,38.067711,35.908764,40.226658,0.00038067711,0.00076106447,99520.938,75.741852,497415.34,6410483,64.413414,64.425767
5,22,08,45.414112,42.978584,47.84964,0.00045414112,0.00090786989,99502.43,90.335258,497286.31,6344989.5,63.767357,63.80251
1,27,08,56.444759,54.224388,58.665131,0.0005644476,0.0011282583,99532.852,112.29877,497383.5,5976181,60.042305,60.049722
2,27,08,58.070206,55.676167,60.464249,0.00058070209,0.00116073,99520.75,115.51672,497314.97,5952077,59.807602,59.86685
3,27,08,62.865219,60.408077,65.322357,0.00062865217,0.0012565142,99495.523,125.01755,497165.09,5934248,59.643394,59.654104
4,27,08,62.414642,59.969471,64.85981,0.00062414643,0.001247514,99445.375,124.0595,496916.72,5912602,59.45578,59.472807
5,27,08,71.617973,68.8666,74.369339,0.00071617973,0.0014313341,99412.094,142.29192,496704.72,5847703,58.823029,58.859781
1,32,08,76.548798,74.226753,78.870834,0.00076548796,0.0015298045,99420.781,152.09436,496723.69,5478656.5,55.105766,55.114526
2,32,08,81.700844,79.206558,84.195129,0.00081700843,0.0016326826,99405.234,162.29721,496620.44,5454762.5,54.874203,54.932541
3,32,08,89.281746,86.693237,91.870262,0.00089281745,0.0017840416,99371.383,177.28268,496413.72,5435563.5,54.699596,54.725371
4,32,08,93.750412,91.076447,96.424385,0.00093750411,0.0018732515,99321.313,186.0538,496141.44,5415685.5,54.52692,54.544389
5,32,08,103.09187,100.07567,106.10806,0.0010309187,0.0020597132,99269.797,204.4673,495837.84,5350998.5,53.903763,53.939299
1,37,08,98.243721,95.770058,100.71739,0.00098243717,0.0019629453,99268.688,194.85902,495856.31,4981932.5,50.186363,50.195204
2,37,08,108.40993,105.63338,111.18649,0.0010840994,0.00216585,99242.539,214.94444,495675.31,4960027,49.97897,50.017141
3,37,08,120.3009,117.34336,123.25842,0.0012030089,0.0024031256,99193.68,238.37488,495372.47,4940237.5,49.804039,49.819304
4,37,08,129.84587,126.66518,133.02655,0.0012984587,0.0025935483,99135.258,257.11206,495033.53,4919544,49.624565,49.642336
5,37,08,145.12247,141.43719,148.80774,0.0014512247,0.0028982414,99065.328,287.11523,494608.88,4855160.5,49.009857,49.047748
1,42,08,151.03122,147.84938,154.21307,0.0015103122,0.003016067,99073.828,298.81332,494622.13,4486076.5,45.280151,45.288954
2,42,08,168.81053,165.21938,172.4017,0.0016881054,0.0033705179,99027.195,333.77292,494301.53,4467332,45.112186,45.123527
3,42,08,187.23064,183.33649,191.12477,0.0018723063,0.0037376103,98956.109,369.85938,493855.91,4444576,44.914722,44.932614
4,42,08,200.61205,196.4323,204.79178,0.0020061205,0.0040042028,98878.148,395.92816,493400.94,4424510.5,44.747105,44.764273
